anchor,positive,negative
e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,3cb25fb2-5547-4b05-adec-1a5e37830d46,604dd351-5f3a-479f-b33a-615db3b2dcfb
e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,32b2e717-9e01-4f45-ac73-9542ccf18d4d,150aacdf-a15f-46b8-8a99-25cde68e90de
32b2e717-9e01-4f45-ac73-9542ccf18d4d,e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,eba5cff8-c63b-40b5-9588-b8e840d1a694
e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,5c7c8529-dcbb-4ff8-b2c9-d363a91756ea,c6d1fb87-3dfc-4266-ad6c-a69a143b2b6e
5c7c8529-dcbb-4ff8-b2c9-d363a91756ea,e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,69a16532-cdc2-459b-8f7a-7793583d7290
e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,fbf445c0-11ae-4d3e-af1a-c6e2783e447c,ef4d808a-2113-44c3-9b44-1b31f026ef1e
fbf445c0-11ae-4d3e-af1a-c6e2783e447c,e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,ff15d38b-9670-445d-987b-4c879c7674fb
e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,7bb60591-46f3-4147-b692-1814a87e832e,697eba1a-bf52-46b1-a19f-4d7190b63e5c
7bb60591-46f3-4147-b692-1814a87e832e,e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,c24f87ef-72f9-4488-9dbd-63601322edba
e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,275d1fca-22e8-46b9-85e6-c3523098a599,e0ededb4-6085-4f68-90f7-89bc560930a3
275d1fca-22e8-46b9-85e6-c3523098a599,e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,14a421b3-38e3-4185-a58a-fbe221a0ed9d
e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,becd8cc6-a453-4183-af88-dedaaec859a6,a0e8a1b1-5f8f-475a-a253-17415c17d0ff
becd8cc6-a453-4183-af88-dedaaec859a6,e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,7fe96b15-5608-430e-ad25-77a01353c5d9
7bb60591-46f3-4147-b692-1814a87e832e,b1fdf831-b341-459e-9226-c7dc6ef0a93d,b3bfbb0b-a067-48b1-bf08-39d767c75f7e
b1fdf831-b341-459e-9226-c7dc6ef0a93d,7bb60591-46f3-4147-b692-1814a87e832e,eeb1195b-f213-4ce1-b28c-8565211f8e43
7bb60591-46f3-4147-b692-1814a87e832e,883e4ba4-8ccc-47ed-81df-df51e41792a9,604dd351-5f3a-479f-b33a-615db3b2dcfb
7bb60591-46f3-4147-b692-1814a87e832e,6cf4f18c-2455-47ed-9f6c-953e2f107406,702c816c-18fd-4bc3-940c-27ce39b81958
6cf4f18c-2455-47ed-9f6c-953e2f107406,7bb60591-46f3-4147-b692-1814a87e832e,5bad32aa-0a3b-4a3c-88e1-43caa020aa8e
42222090-c5e5-4243-8582-c29bc8b63ec6,d3ba9251-215f-4ef3-a6de-8aa256b9c30c,dfae58d5-6b0e-4a4d-8d85-4f51b7e9e2fa
42222090-c5e5-4243-8582-c29bc8b63ec6,00c49f40-d715-4b79-b223-432048602cce,0f7a9866-5644-4a45-9781-b87e60eb3269
42222090-c5e5-4243-8582-c29bc8b63ec6,ba03daa8-0a45-4432-881f-4de8e0e05305,dc0d05ce-2f47-4962-b4fa-8631a0a51987
42222090-c5e5-4243-8582-c29bc8b63ec6,746916c9-fd36-44e6-823d-03185e596f58,5ab2cf34-517e-48eb-b3a5-34e1cbcd600a
42222090-c5e5-4243-8582-c29bc8b63ec6,22c5cef9-80e8-48d2-acd3-6d16f6c8a16d,dd720ac8-1c68-4484-abb7-0546413a55e3
42222090-c5e5-4243-8582-c29bc8b63ec6,b23f4734-27e3-48e8-8d6e-492eeb21d3e6,b3bfbb0b-a067-48b1-bf08-39d767c75f7e
42222090-c5e5-4243-8582-c29bc8b63ec6,fd7a8bc1-1b25-4b4c-b899-8f7b3343a229,7b0522f2-b808-4e48-82ce-fa9e32db06de
42222090-c5e5-4243-8582-c29bc8b63ec6,df87d5be-c4b5-48e4-97b2-6440b77ca4fb,01d3c51b-9b98-418a-8d8e-37f6fab59d8c
42222090-c5e5-4243-8582-c29bc8b63ec6,b3ae82c2-e60b-4551-a76d-6620f1b456aa,86200b15-ddce-4b04-ba44-36b3c2645fb7
9ada6fba-df61-4849-9f39-eec9be772b22,8f532bd1-c27a-4a7c-80f9-9d163f234623,34dd3adc-f118-4106-bfac-71820a804f4c
9ada6fba-df61-4849-9f39-eec9be772b22,2b0235bc-8005-4388-bc58-40ec1fc36352,4c5aef72-16be-4e1d-9720-1781b8f8c51c
2b0235bc-8005-4388-bc58-40ec1fc36352,9ada6fba-df61-4849-9f39-eec9be772b22,1a10b34d-293a-42f6-856c-fb44d19210f6
9ada6fba-df61-4849-9f39-eec9be772b22,b4ce8f8f-72f9-48f0-92be-606095d4b6e0,d9c9cfb7-f751-4fb0-97c0-b3ddd768bc78
b4ce8f8f-72f9-48f0-92be-606095d4b6e0,9ada6fba-df61-4849-9f39-eec9be772b22,00467da8-2a92-498f-8b10-a80889bcded7
8ac9e35c-e92d-4030-99ef-ba4127b1555c,0a41f86c-ced1-44e0-95a2-5c8b2368ab1d,2441c9e6-7e05-44f1-8da9-62025df367ab
0a41f86c-ced1-44e0-95a2-5c8b2368ab1d,8ac9e35c-e92d-4030-99ef-ba4127b1555c,4b75fd73-dddf-4220-96bb-0e595cc03297
8ac9e35c-e92d-4030-99ef-ba4127b1555c,f1c8da15-b408-4149-b863-f1cbe9971f19,86870398-e835-4961-b5aa-fefb5c155d6f
f1c8da15-b408-4149-b863-f1cbe9971f19,8ac9e35c-e92d-4030-99ef-ba4127b1555c,6e54ac59-8b9c-4c96-a1ca-3a759a2280d8
8ac9e35c-e92d-4030-99ef-ba4127b1555c,c48ff56b-0a0e-453c-be56-741d47c33056,8e722d1e-205f-4a6c-b2b1-7f44eb216e25
c48ff56b-0a0e-453c-be56-741d47c33056,8ac9e35c-e92d-4030-99ef-ba4127b1555c,75bd5186-9d89-4da9-95de-fce055c28895
8ac9e35c-e92d-4030-99ef-ba4127b1555c,e9e9109e-5914-48c8-a7e6-a95dd94bd345,987c6ccf-d4c5-4f23-938a-c0a21782803d
e9e9109e-5914-48c8-a7e6-a95dd94bd345,8ac9e35c-e92d-4030-99ef-ba4127b1555c,1c893468-37a9-4fb7-909f-929751a8ebed
8ac9e35c-e92d-4030-99ef-ba4127b1555c,52b9e109-44a0-45eb-a197-226c4abab232,8bb5b069-8d34-4f27-ae81-d3d6a0906eb5
52b9e109-44a0-45eb-a197-226c4abab232,8ac9e35c-e92d-4030-99ef-ba4127b1555c,47522335-222a-4228-b3df-6858ed9cf8fa
8ac9e35c-e92d-4030-99ef-ba4127b1555c,05851234-4e8f-4cc8-b682-a55c23277d9c,505cc7ac-b92c-46dd-94f2-e22b18fdcf57
05851234-4e8f-4cc8-b682-a55c23277d9c,8ac9e35c-e92d-4030-99ef-ba4127b1555c,34e6869f-c666-4999-b645-113f74a6e5d9
8ac9e35c-e92d-4030-99ef-ba4127b1555c,f10177e4-b7f7-4e63-92b6-c805c6cc54d6,f1ef4954-8ab5-45c8-a677-fa9b06e20027
f10177e4-b7f7-4e63-92b6-c805c6cc54d6,8ac9e35c-e92d-4030-99ef-ba4127b1555c,685332a4-12ed-4c3b-8d0e-04e6a37e28f0
c71abd83-9d66-4c7b-9f0d-c9c36e85a955,29776960-786c-4086-8079-ef5b83a0054c,c41716b4-0c28-42f0-bc8d-9209473d057a
29776960-786c-4086-8079-ef5b83a0054c,c71abd83-9d66-4c7b-9f0d-c9c36e85a955,5e284bdc-3774-41dc-b5e2-b125d0349acf
efa2c11a-1a35-4b60-bc1b-66d37de88511,3bd76ebe-c7dc-47bd-a8af-9e46d2a4f782,738f5d0d-3704-44db-823f-8ddad2dc1508
efa2c11a-1a35-4b60-bc1b-66d37de88511,4f6dd51e-bfd7-4153-ace7-9316d1757a57,1801bd47-46ae-49ff-bfcd-6e01b562d880
87b12e99-75f4-4b53-8858-cab215f3ea4f,c24f87ef-72f9-4488-9dbd-63601322edba,765774a0-2060-469b-8b7d-612eea48579b
87b12e99-75f4-4b53-8858-cab215f3ea4f,24558e81-eb3f-4062-ab6a-df3773c9b09a,a6c6897a-7415-4f8d-b5a5-3a5e05f3be67
2ff49515-1701-4bac-a53a-04345893f3f3,6e0d1400-a880-4b2c-8305-e9b985a4549c,613260c3-d620-4645-94cd-33cd55f29b1e
2ff49515-1701-4bac-a53a-04345893f3f3,ecbd1331-95b6-4a77-b739-b4bd8ef222a7,2e222fce-02ae-4221-b1c6-3c3242b423b6
ecbd1331-95b6-4a77-b739-b4bd8ef222a7,2ff49515-1701-4bac-a53a-04345893f3f3,1fb533cf-f024-4587-a30f-40fbae5e2211
2ff49515-1701-4bac-a53a-04345893f3f3,1efadc05-01b5-4a39-9c6f-da5c975276dd,87684162-ab42-4cfa-bf22-ebe237035f54
1efadc05-01b5-4a39-9c6f-da5c975276dd,2ff49515-1701-4bac-a53a-04345893f3f3,107f22cb-17f4-4fdb-a6d1-e08a92aba674
2ff49515-1701-4bac-a53a-04345893f3f3,6c44e99b-3450-45b7-b240-6e7026d0bcff,114a7dd2-00bb-4666-a650-367a2fb08b35
b9b579ad-e499-4e3e-9d09-06bc8e504135,c423b65c-2302-45dd-a3a4-ae10e519196a,9b422c81-017c-4f8f-a7a9-ba6229c29343
c423b65c-2302-45dd-a3a4-ae10e519196a,b9b579ad-e499-4e3e-9d09-06bc8e504135,51013eb4-dcd1-4fd2-945c-e5cf1eb85e84
bbc5b66b-d037-4f26-aecf-0b129e7f876a,6acb932e-840d-47ac-8e0d-725ad8a6e52c,0432dc38-a03b-4325-9609-1caada06f47a
6acb932e-840d-47ac-8e0d-725ad8a6e52c,bbc5b66b-d037-4f26-aecf-0b129e7f876a,6647af6b-8ea2-48bd-9d24-a8c478ed45ce
bbc5b66b-d037-4f26-aecf-0b129e7f876a,3630fff3-52fc-4e97-ab01-d68fd88e4135,ed114045-8462-4b49-89ae-527fa2544a2b
bbc5b66b-d037-4f26-aecf-0b129e7f876a,50549203-9602-451c-b49f-ff031ba8635c,4eca1aa0-c79f-481b-af8a-4a2d6c41aa5c
bbc5b66b-d037-4f26-aecf-0b129e7f876a,05071a7e-e71c-4306-a509-591cd3686893,d68a210f-7a76-49fd-9774-d29addb136f6
bbc5b66b-d037-4f26-aecf-0b129e7f876a,1c3919b2-43ca-4a4a-935d-9d50135ec0ef,2a34bb08-a845-431e-ab8b-5914f589d83b
bbc5b66b-d037-4f26-aecf-0b129e7f876a,f0e820ab-f31a-400d-9c5e-8be1c8c38726,40b032dc-8035-4f2a-b478-eb15ddcf6674
f0e820ab-f31a-400d-9c5e-8be1c8c38726,bbc5b66b-d037-4f26-aecf-0b129e7f876a,2437980f-513a-44fc-80f1-b90d9d7fcf8f
bbc5b66b-d037-4f26-aecf-0b129e7f876a,190e78ac-8f44-4bf1-a4ff-95ed9376ad9e,b02ec63e-e78d-43e5-a594-462e95036e8d
190e78ac-8f44-4bf1-a4ff-95ed9376ad9e,bbc5b66b-d037-4f26-aecf-0b129e7f876a,3e3a9b20-2fc8-4076-a7bb-e921da6329aa
bbc5b66b-d037-4f26-aecf-0b129e7f876a,8262d8e4-9137-4bb3-a787-3caabbbc13e9,a2ce9f67-d7fe-4864-9399-5002524c5754
8262d8e4-9137-4bb3-a787-3caabbbc13e9,bbc5b66b-d037-4f26-aecf-0b129e7f876a,7ebd9b90-ab51-40d7-b188-4b81b7872882
bbc5b66b-d037-4f26-aecf-0b129e7f876a,194eeda1-e662-43bc-b9be-32fc1afecc8b,bda6d00e-f8f7-43a5-b8f8-f1ebc55b46d3
194eeda1-e662-43bc-b9be-32fc1afecc8b,bbc5b66b-d037-4f26-aecf-0b129e7f876a,339ba985-4d0f-484e-86b4-97f11623d00f
bbc5b66b-d037-4f26-aecf-0b129e7f876a,8ac6cc32-8ddf-43b1-9ac4-4b04f9053176,ae13e1fc-a2b1-4e3c-bfb9-737d3aeb7dab
21e68cc5-1295-4b66-8f4d-6ba58d63f78c,0ceb7e7d-3866-44aa-b8be-9a9f69004236,1a2bd2b1-7fe4-4b09-9ae8-96d2a519bf9a
0ceb7e7d-3866-44aa-b8be-9a9f69004236,21e68cc5-1295-4b66-8f4d-6ba58d63f78c,1d6d939e-65d7-4ee9-8e91-cd5fcf7dcdff
21e68cc5-1295-4b66-8f4d-6ba58d63f78c,0fb711af-c7ba-4bdc-b0b6-b8495fc0a590,28df1bc6-60e4-4423-9c7d-c0e7466b9300
0fb711af-c7ba-4bdc-b0b6-b8495fc0a590,21e68cc5-1295-4b66-8f4d-6ba58d63f78c,a0580131-73f3-49c8-aac5-2c478f64a363
21e68cc5-1295-4b66-8f4d-6ba58d63f78c,a201fa9d-5896-423d-b629-327228c62a7c,92e1f515-fc89-4577-9f77-addacdaf7559
a201fa9d-5896-423d-b629-327228c62a7c,21e68cc5-1295-4b66-8f4d-6ba58d63f78c,b9ee9806-2dc2-4b15-81e3-8d11917dc6b4
21e68cc5-1295-4b66-8f4d-6ba58d63f78c,5ff6f6eb-31ad-4903-a3c3-4c9283fcde8b,98c8a53a-c837-4651-8153-88933ae6598b
5ff6f6eb-31ad-4903-a3c3-4c9283fcde8b,21e68cc5-1295-4b66-8f4d-6ba58d63f78c,6b784289-5c23-41f2-9938-7e6a321beea5
51b7f46f-6c0f-46f2-9496-08c9ec2624d4,ff9deaae-da4f-42b7-a19e-36fedd3fc706,715b9af4-36c8-4ae7-bc7a-b1ff147fc110
51b7f46f-6c0f-46f2-9496-08c9ec2624d4,fa7b9055-3703-473a-8a09-adf2fe031a24,4dd03cbb-4b92-4fc9-9e46-75139a6deea3
fa7b9055-3703-473a-8a09-adf2fe031a24,51b7f46f-6c0f-46f2-9496-08c9ec2624d4,90f40b06-41e1-45fd-96a8-599f847978d6
51b7f46f-6c0f-46f2-9496-08c9ec2624d4,e132d370-2a59-4437-8610-756df28a5a02,214e0f62-f9ed-4644-9fed-0a2a71320b33
e132d370-2a59-4437-8610-756df28a5a02,51b7f46f-6c0f-46f2-9496-08c9ec2624d4,821eaa7e-79b9-4aeb-837c-6acc868ce5f1
51b7f46f-6c0f-46f2-9496-08c9ec2624d4,0039c7ae-e1a7-4a7d-9b49-0cbc716821a6,d530dbf9-69b1-404f-98f2-0431104f5a1e
0039c7ae-e1a7-4a7d-9b49-0cbc716821a6,51b7f46f-6c0f-46f2-9496-08c9ec2624d4,3fb49f5a-fdc0-4789-9c84-22b38b3f3cb5
51b7f46f-6c0f-46f2-9496-08c9ec2624d4,6c8b9855-ba8b-48f9-ac1d-42167f7f7b18,3b3c65b5-4d91-42d2-8395-b929852a7f7d
6c8b9855-ba8b-48f9-ac1d-42167f7f7b18,51b7f46f-6c0f-46f2-9496-08c9ec2624d4,d60b3cac-e434-469d-8965-ead164d82a3e
51b7f46f-6c0f-46f2-9496-08c9ec2624d4,fbb375f9-48bb-4635-824e-4120273b3ba7,b8faccf9-bdf4-455f-b161-42fac858f1f4
fbb375f9-48bb-4635-824e-4120273b3ba7,51b7f46f-6c0f-46f2-9496-08c9ec2624d4,23d1dfc6-0281-488a-8e32-ef7ddc279fbc
51b7f46f-6c0f-46f2-9496-08c9ec2624d4,78f797e3-4913-4026-aad0-1cd858bd735b,1ed8f1a1-168c-4cc5-9dab-ddc797054362
78f797e3-4913-4026-aad0-1cd858bd735b,51b7f46f-6c0f-46f2-9496-08c9ec2624d4,786fbccf-559a-4779-b45b-be1a8b90da90
51b7f46f-6c0f-46f2-9496-08c9ec2624d4,84eac621-1c5a-49a1-9500-555099c6e184,b87d5807-c37a-4d0e-a53c-9cdf6bc6caa1
84eac621-1c5a-49a1-9500-555099c6e184,51b7f46f-6c0f-46f2-9496-08c9ec2624d4,cae0fc89-a6ad-4b14-8d71-4ce5395a74a4
f181961b-20f7-459e-89de-920ef03c7ed0,c485632c-b784-4ee9-8ea1-c5fb365681fc,680ed212-93dc-4fd2-8d51-8d560060bd86
f181961b-20f7-459e-89de-920ef03c7ed0,b6b2bb8d-54a9-491f-9607-7b546023b433,3d6bbeb7-f90e-4d10-b440-e153c0d10b53
b6b2bb8d-54a9-491f-9607-7b546023b433,f181961b-20f7-459e-89de-920ef03c7ed0,035bec02-b404-4f1a-9e2a-9c0ab591d89e
f31ec2ac-9071-4306-acd1-d2c8321033b5,c7cb9a2e-ff57-4bb8-bd2c-83524e18e369,70e3b9b0-22cb-4115-a613-e7faa4ae6f35
f31ec2ac-9071-4306-acd1-d2c8321033b5,32b2e717-9e01-4f45-ac73-9542ccf18d4d,a3158d23-2d82-4cdf-bc46-9db4f0148ca7
f31ec2ac-9071-4306-acd1-d2c8321033b5,d29c21c5-8ee7-474f-b5fd-55ac9f459d08,885ae336-ef63-465d-a0e7-bdc0a5b788e8
f31ec2ac-9071-4306-acd1-d2c8321033b5,5c7c8529-dcbb-4ff8-b2c9-d363a91756ea,51f3cf89-9a44-4313-8633-13a6584c3504
f31ec2ac-9071-4306-acd1-d2c8321033b5,fbf445c0-11ae-4d3e-af1a-c6e2783e447c,04af2581-6692-4f14-a7fe-151a36f20368
f31ec2ac-9071-4306-acd1-d2c8321033b5,917976a6-75b1-46af-b57b-71f13de20422,38cdd71c-344b-4c54-bac2-19709da7140d
f31ec2ac-9071-4306-acd1-d2c8321033b5,275d1fca-22e8-46b9-85e6-c3523098a599,1d11e2a1-4531-4d61-a8c7-7b5c6a608fd2
275d1fca-22e8-46b9-85e6-c3523098a599,f31ec2ac-9071-4306-acd1-d2c8321033b5,deac9fc0-25a2-48f0-9131-38e423a54d8e
f31ec2ac-9071-4306-acd1-d2c8321033b5,600c5212-a8e6-458e-bd3f-78b6fbfe329a,8bfac288-ccc5-448d-9573-c33ea2aa5c30
f31ec2ac-9071-4306-acd1-d2c8321033b5,7bd9e20e-74b9-446a-a2ed-a223f82a36e7,d530dbf9-69b1-404f-98f2-0431104f5a1e
a8ebde98-7e91-46c7-992c-90039ba42017,ce3bc975-a76f-415b-a6cd-1e568c5714dd,3b5c4551-428a-4167-9922-bf015c1a4931
ce3bc975-a76f-415b-a6cd-1e568c5714dd,a8ebde98-7e91-46c7-992c-90039ba42017,f2c2f494-c2c3-42f9-85a8-576da85f9b90
a8ebde98-7e91-46c7-992c-90039ba42017,d7134426-a937-43bf-bc54-f10ad8102ed9,702c816c-18fd-4bc3-940c-27ce39b81958
