anchor,positive,negative
d6ed7887-a401-47a8-893c-34b967444d26,794c6bf2-3241-416f-9b8f-24e2d84a1c4b,8a3be197-2afd-4e80-b795-17f9df3aefac
794c6bf2-3241-416f-9b8f-24e2d84a1c4b,3df040ee-2b8b-446b-937a-3f86f4b2cabf,081b133e-ce74-42ba-92c1-c18234acb532
3df040ee-2b8b-446b-937a-3f86f4b2cabf,794c6bf2-3241-416f-9b8f-24e2d84a1c4b,d8912fa7-ce63-4faf-bb25-d31ccef87163
6c8b9855-ba8b-48f9-ac1d-42167f7f7b18,0039c7ae-e1a7-4a7d-9b49-0cbc716821a6,c954d136-c7fd-4fd9-8bb0-fb0491fc6a02
6c8b9855-ba8b-48f9-ac1d-42167f7f7b18,84eac621-1c5a-49a1-9500-555099c6e184,63d61461-ecfe-4057-896b-3ba3ff3111eb
84eac621-1c5a-49a1-9500-555099c6e184,6c8b9855-ba8b-48f9-ac1d-42167f7f7b18,128fba8e-a03a-444a-8a79-c99b31cda0ea
6c8b9855-ba8b-48f9-ac1d-42167f7f7b18,3ac482b8-1494-4071-a0e9-f192f9d2c2b0,4c03129a-8d3f-464c-90a8-418ed6bfcd00
3ac482b8-1494-4071-a0e9-f192f9d2c2b0,6c8b9855-ba8b-48f9-ac1d-42167f7f7b18,3e6e3015-5f02-4068-a44c-728dc9fe218b
6c8b9855-ba8b-48f9-ac1d-42167f7f7b18,a9ae7a19-be18-4737-8eb1-af560eb177de,035bec02-b404-4f1a-9e2a-9c0ab591d89e
6c8b9855-ba8b-48f9-ac1d-42167f7f7b18,4b2d6a23-034d-4a29-9bb9-d2462796da4e,2db9d3bf-c1da-45a9-a635-e19bdc3c1add
6c8b9855-ba8b-48f9-ac1d-42167f7f7b18,e9aed5e5-ed35-4244-872e-194862290295,092ca127-2e07-4cbd-9cba-e412b4ddddd9
6c8b9855-ba8b-48f9-ac1d-42167f7f7b18,2ff0dfc6-0542-4bbc-a44a-60605c074ba6,11eabe0c-2638-4808-92f9-1dbd9c453429
6c8b9855-ba8b-48f9-ac1d-42167f7f7b18,dadd10f1-9db4-4a35-b939-9469029deab5,b23f4734-27e3-48e8-8d6e-492eeb21d3e6
dadd10f1-9db4-4a35-b939-9469029deab5,6c8b9855-ba8b-48f9-ac1d-42167f7f7b18,a190d550-9561-436a-9c5c-c7be4de2baa4
6c8b9855-ba8b-48f9-ac1d-42167f7f7b18,6fe07aa5-fec0-4eca-a456-f29bff451b04,c7cb9a2e-ff57-4bb8-bd2c-83524e18e369
6c8b9855-ba8b-48f9-ac1d-42167f7f7b18,c3f28da8-662d-4f09-bdc7-3084bf685930,c15d2de0-0421-48a8-a804-cf787c33bdd2
6c8b9855-ba8b-48f9-ac1d-42167f7f7b18,2c916f95-f6ba-46fa-b9d8-dc0d9379f603,3a467d68-fc6a-4bb0-a00d-945c1a938dda
6c8b9855-ba8b-48f9-ac1d-42167f7f7b18,b7834ebd-64ae-46c3-a930-2d3a52ee743a,36bb2418-3fa0-40c6-8805-a15498aec764
28438dd9-6244-4627-aa42-f9749c4fde08,e7840b1b-0fc5-42a7-b05a-ffca943308ad,d4cc0ed5-0f76-4188-9e14-2a23ca12188a
e7840b1b-0fc5-42a7-b05a-ffca943308ad,28438dd9-6244-4627-aa42-f9749c4fde08,275d1fca-22e8-46b9-85e6-c3523098a599
28438dd9-6244-4627-aa42-f9749c4fde08,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,2d75fdbd-2158-4ab4-a9ac-eec8d997d70b
28438dd9-6244-4627-aa42-f9749c4fde08,ade9b668-e38f-41a8-a6e5-51442c5d6468,f24df11a-7e35-4979-a4db-a3b2a170ce27
ade9b668-e38f-41a8-a6e5-51442c5d6468,28438dd9-6244-4627-aa42-f9749c4fde08,50d60dda-b9c3-46e3-8b75-cd5e7ea20f1c
28438dd9-6244-4627-aa42-f9749c4fde08,505cc7ac-b92c-46dd-94f2-e22b18fdcf57,af7d515d-de4c-4275-a9b4-08b631361f54
28438dd9-6244-4627-aa42-f9749c4fde08,13513a8a-e9a8-4367-b9e4-410fef5bed3a,1a4931bc-5c9a-4ddc-88d9-948566c5e370
c3694ddc-f7e5-40dd-9fad-90d11a2c50fa,e8374874-4178-4869-b92e-fef6bf30dc04,d0c7656d-8169-4f77-9dbe-b8f24e40105d
c3694ddc-f7e5-40dd-9fad-90d11a2c50fa,f47fc54d-b334-4321-8218-00c5b11d4dd1,2f6b8526-0aa6-4ed9-ab0d-7609ab39e194
c3694ddc-f7e5-40dd-9fad-90d11a2c50fa,d25fa5a6-92bf-46a3-8bf7-31149b62eb84,c9b8ac6a-f57c-4b2a-ab04-0025c22c6e2f
c3694ddc-f7e5-40dd-9fad-90d11a2c50fa,779353f3-6401-4cda-a8a2-6fd3ec9bc11b,42d79b6b-2cfe-43f4-b5d9-239503074153
779353f3-6401-4cda-a8a2-6fd3ec9bc11b,c3694ddc-f7e5-40dd-9fad-90d11a2c50fa,fbe054ec-a143-4101-9e9e-64abc5ff5ac9
ff1d04f2-2bbd-47d8-b722-6ac8c53b71b3,6255c59a-de38-44de-b966-a3c4686f9941,ac70f34d-95fd-40ed-b436-f5402fb5ffb8
ff1d04f2-2bbd-47d8-b722-6ac8c53b71b3,ddfd9b2f-186e-4b2c-ad09-01aa5380c225,2de794c8-8826-48d0-90e0-6900183ba9e0
ff1d04f2-2bbd-47d8-b722-6ac8c53b71b3,d252cca8-8214-43e5-b81a-101eb4a1447e,3798b104-01cb-484c-a3b0-56adc6399b80
d252cca8-8214-43e5-b81a-101eb4a1447e,ff1d04f2-2bbd-47d8-b722-6ac8c53b71b3,9904bde1-04a7-41cf-a2a3-d09a42445145
ff1d04f2-2bbd-47d8-b722-6ac8c53b71b3,3414d446-735a-443c-931f-10634f57e5b9,4ab01afd-403e-43ca-a034-c4ee8b15e8d0
3414d446-735a-443c-931f-10634f57e5b9,ff1d04f2-2bbd-47d8-b722-6ac8c53b71b3,4e72c304-84ca-4b77-925f-f933bd5f4a66
ff1d04f2-2bbd-47d8-b722-6ac8c53b71b3,bf75ef89-7b4c-4771-ac43-4d5c10617190,5429ce87-0e28-44b4-9eda-7b4dba05f313
a449973b-074b-4cf0-a4d6-f11fa2d1073f,dde3d9b1-0e44-48bc-b0c9-d739b3570000,5298bbcb-7330-49bf-a780-2d757f10a20a
dde3d9b1-0e44-48bc-b0c9-d739b3570000,a449973b-074b-4cf0-a4d6-f11fa2d1073f,423ab89d-fec4-4d10-a5d0-606d83258ab2
a449973b-074b-4cf0-a4d6-f11fa2d1073f,1d11e2a1-4531-4d61-a8c7-7b5c6a608fd2,14a421b3-38e3-4185-a58a-fbe221a0ed9d
1d11e2a1-4531-4d61-a8c7-7b5c6a608fd2,a449973b-074b-4cf0-a4d6-f11fa2d1073f,49228331-d9d1-44b8-9bda-d45d8dededaf
3fc945b4-bbb8-408a-8c2f-d636441b5dfe,ebd2ac91-6249-4e4b-bde1-353a424138c9,e07a111e-4e8a-4651-a849-01ac60551ab2
ebd2ac91-6249-4e4b-bde1-353a424138c9,3fc945b4-bbb8-408a-8c2f-d636441b5dfe,faa28a33-5470-4b90-90c3-e71955d93a44
3fc945b4-bbb8-408a-8c2f-d636441b5dfe,2a5a3b60-d468-4b62-a28f-9c410ad3f71d,6cc85fde-63df-4576-8bb7-7db27fdcc311
3fc945b4-bbb8-408a-8c2f-d636441b5dfe,aa266ac7-d919-4132-982e-76cbd95591a7,713e751f-3ddb-4b77-b3b1-9e6f2e953ad5
3fc945b4-bbb8-408a-8c2f-d636441b5dfe,8e9516ba-f417-47dd-a8a5-8998b94553f8,dea8ff70-08bb-4547-a54a-ca63b01c3537
3fc945b4-bbb8-408a-8c2f-d636441b5dfe,8456e9f7-debf-4579-a86c-33a325a35d2d,251e10fb-4ed1-4a79-8655-7f22d461a689
3fc945b4-bbb8-408a-8c2f-d636441b5dfe,cf02d468-f916-46a6-b110-82fa1dc3eb5f,afe299dd-3018-4189-a882-38ef493c259b
3fc945b4-bbb8-408a-8c2f-d636441b5dfe,066e598e-baa0-4e34-b511-c70bcec6f783,757ffb3e-aab4-4635-a1f8-9a33f42fc3da
9132d515-dc0e-4494-85ae-20f06eed14f9,c41716b4-0c28-42f0-bc8d-9209473d057a,7a77e35e-e846-4947-8eaa-b71be2cab934
9132d515-dc0e-4494-85ae-20f06eed14f9,3414d446-735a-443c-931f-10634f57e5b9,fad8967c-a327-4af5-a64a-d4de66ece652
34ec9a8d-c65b-48fd-bcdd-aad2f72fdb47,6faa7ca7-0d99-4a5e-bfa6-1fd5037520c6,69d9dfd7-19b7-4a75-8a53-9f733fb5d774
34ec9a8d-c65b-48fd-bcdd-aad2f72fdb47,9efff43b-3b29-4082-824e-bc82f646f93d,bdc70372-7e8a-4cb9-8d33-f036b3b7cdc1
6255c59a-de38-44de-b966-a3c4686f9941,34e6869f-c666-4999-b645-113f74a6e5d9,e6e4b25d-37d7-4fc1-9022-2b83a298fad8
6255c59a-de38-44de-b966-a3c4686f9941,ff1d04f2-2bbd-47d8-b722-6ac8c53b71b3,739da2f1-0741-4c60-a6ed-f42d49bf2eb1
6255c59a-de38-44de-b966-a3c4686f9941,ddfd9b2f-186e-4b2c-ad09-01aa5380c225,b5a6ea29-3065-4869-ac66-a44002e55d4d
6255c59a-de38-44de-b966-a3c4686f9941,01e60eba-52df-4694-8f09-39f43abe54e9,6def3fa9-836f-4b50-8815-b96cc92e63b8
6255c59a-de38-44de-b966-a3c4686f9941,4d7304f6-7fe3-4959-9d98-01a5af84afe6,fac3ff34-6ba4-425a-8f01-b181ef4a908a
e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,600c5212-a8e6-458e-bd3f-78b6fbfe329a,de030dcd-36e3-425e-9201-0d5be10769f1
e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,cacbe57b-02d0-4d21-be86-c8a3a5ea6e1e,35f866dc-c061-48ba-8157-cf2e0eac4857
e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,56cd15a1-0d74-438b-8244-c96ffe1cae03,d7db2c9e-40f1-451a-b868-782b6dce7fbf
e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,7bb60591-46f3-4147-b692-1814a87e832e,48513f24-37d5-423f-b9b7-2b712af7f50d
7bb60591-46f3-4147-b692-1814a87e832e,e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,e7d1eafc-4934-48b4-8a09-2c5cc2938853
e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,64b94289-9474-4d43-8c93-918ccc1920d1,985159f2-95bb-434a-b595-44774fe14524
64b94289-9474-4d43-8c93-918ccc1920d1,e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,91ca296c-5f86-4e68-a652-83e168df7fe9
e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,0e990816-cb3e-4930-a2eb-77909e42cd66,5c01e21f-8222-4728-abce-267abf83544a
0e990816-cb3e-4930-a2eb-77909e42cd66,e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,d43d77c3-1bf6-4d09-a013-27445f6d7658
e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,15042d2b-2d4c-4451-a96a-6f547642de13,5dc7034a-23fd-4e75-a2ae-23f090931ac2
15042d2b-2d4c-4451-a96a-6f547642de13,e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,a30e3a7b-cd14-4e63-ba22-04d02ee6fe26
e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,494e8d09-f85b-4543-892f-a5096aed1cd4,db0425d6-0d79-42bc-a9a3-c8b55b709911
494e8d09-f85b-4543-892f-a5096aed1cd4,e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,839a0cb4-8cb7-42a2-96b5-3651fd880933
e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,b7f2cca2-72c6-41fb-ae33-53370fc62fe7,247b7af7-e63e-49f1-bfab-206cd4314768
b7f2cca2-72c6-41fb-ae33-53370fc62fe7,e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,d01044e3-29f5-48bb-ab7c-3d51fef3f26f
e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,becd8cc6-a453-4183-af88-dedaaec859a6,80d1c674-01a3-4b34-b3d5-b511aa6b277a
e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,fd23e684-270f-4507-9cb0-a0e0d7854d16,7d3996ec-e9e9-41ec-8f4d-e336f64fc7c6
e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,917976a6-75b1-46af-b57b-71f13de20422,b4265534-cf8f-4a8f-827d-fc490ccd15b8
917976a6-75b1-46af-b57b-71f13de20422,e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,9e335f69-bcb8-4ce6-92a5-4fa4d3c5717c
e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,0307edfc-437c-4b48-8700-80680e66a228,2379ab5a-00b0-4955-803e-cce38eec3775
0307edfc-437c-4b48-8700-80680e66a228,e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,caf1cb4b-5bd0-4b4c-aecf-53de52cd18d1
e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,498f2581-be21-4eef-8756-fbb89d79b1c0,1aa38382-97bd-4f94-8ae6-c84f74ae7065
498f2581-be21-4eef-8756-fbb89d79b1c0,e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,5bac9b4f-2f1c-4d39-8d11-231d5b6650ce
e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,3cb25fb2-5547-4b05-adec-1a5e37830d46,88e2147d-0332-46f6-85b2-b5f463ba957b
7bb60591-46f3-4147-b692-1814a87e832e,ed333e8b-d18a-49fc-b361-4ec9731dfdba,f38a3179-00e1-48b4-9ca6-e14047c3b867
7bb60591-46f3-4147-b692-1814a87e832e,883e4ba4-8ccc-47ed-81df-df51e41792a9,839a52ca-7c45-4b4c-8ba8-fee75d7627ef
7bb60591-46f3-4147-b692-1814a87e832e,debabff3-2559-46e5-862d-ef2a906d7010,972be159-c1e8-42db-85c7-ef6fd9b04b92
debabff3-2559-46e5-862d-ef2a906d7010,7bb60591-46f3-4147-b692-1814a87e832e,c4acef6a-1835-4da4-bdea-ba3b789dd36d
7bb60591-46f3-4147-b692-1814a87e832e,0caf9760-a755-4f14-a0ac-f669991527ab,13df2a46-f72f-40e7-aa63-26fcf62c7048
7bb60591-46f3-4147-b692-1814a87e832e,b1fdf831-b341-459e-9226-c7dc6ef0a93d,4266bddb-2a59-445c-9b90-29f84dfffff6
b1fdf831-b341-459e-9226-c7dc6ef0a93d,7bb60591-46f3-4147-b692-1814a87e832e,22a1f4d7-81ff-4216-ac06-3387da6bc118
7bb60591-46f3-4147-b692-1814a87e832e,3cb25fb2-5547-4b05-adec-1a5e37830d46,eaed2193-e026-493b-ac57-113360407b06
42222090-c5e5-4243-8582-c29bc8b63ec6,cf119120-7df5-47d7-9dec-49f8837a4e40,5466b02a-4465-4e87-b372-584cd5f97bff
42222090-c5e5-4243-8582-c29bc8b63ec6,1129817c-488a-4096-80c1-77fc1b107c93,cb4540df-71cb-4b54-9956-ee9e8bb191fd
42222090-c5e5-4243-8582-c29bc8b63ec6,00c49f40-d715-4b79-b223-432048602cce,c648509e-9916-4c56-ab63-652a03da16dd
42222090-c5e5-4243-8582-c29bc8b63ec6,107d0c22-d051-4d98-8206-4e14de02132a,ceb3f5b7-9f1a-430f-afbe-976fdcf30482
42222090-c5e5-4243-8582-c29bc8b63ec6,22c5cef9-80e8-48d2-acd3-6d16f6c8a16d,e6a76b1d-2cbb-4587-9c09-6b7333638a0a
42222090-c5e5-4243-8582-c29bc8b63ec6,80ccfede-c258-4575-a7ad-c982e9932e0f,d736e4c1-94ef-4bf6-b9f1-63b09eda2702
42222090-c5e5-4243-8582-c29bc8b63ec6,4176a7cc-5b9d-46c9-b616-8f2b19f7f92f,56c2dfbb-6b0c-4a11-9673-67ff03e4b17d
42222090-c5e5-4243-8582-c29bc8b63ec6,a7bdc71f-697a-45d9-92b2-a01fbbe50272,1336e23a-e9a5-4f5a-8fa6-a9d9101045ef
42222090-c5e5-4243-8582-c29bc8b63ec6,baf05baf-69fb-47dd-93c2-033536b8c385,29eead4d-3793-4625-8727-c03edbb38b8b
42222090-c5e5-4243-8582-c29bc8b63ec6,3ae70f76-ea53-4cc5-906e-d47a384202a1,9499a0a3-61af-41a3-bbdf-9fdfda142778
42222090-c5e5-4243-8582-c29bc8b63ec6,b72f115c-8afa-4dc5-bc6c-11225a53708a,275f0cb3-6390-429d-92aa-3e3d0a12d8d8
42222090-c5e5-4243-8582-c29bc8b63ec6,746916c9-fd36-44e6-823d-03185e596f58,b65a7a21-3200-4da1-925e-17cbc92b696c
42222090-c5e5-4243-8582-c29bc8b63ec6,06f9c474-0547-40fc-be3d-1ae6ce38abd7,d60b3cac-e434-469d-8965-ead164d82a3e
06f9c474-0547-40fc-be3d-1ae6ce38abd7,42222090-c5e5-4243-8582-c29bc8b63ec6,0a623782-931b-4f2d-8d8b-e8bfc8b95cda
42222090-c5e5-4243-8582-c29bc8b63ec6,b3ae82c2-e60b-4551-a76d-6620f1b456aa,739da2f1-0741-4c60-a6ed-f42d49bf2eb1
42222090-c5e5-4243-8582-c29bc8b63ec6,7bd39001-20d5-4ee7-ab7b-e522409daea0,33c5f321-37b5-4c8e-8eff-a8a6a5ac2e44
7bd39001-20d5-4ee7-ab7b-e522409daea0,42222090-c5e5-4243-8582-c29bc8b63ec6,9b6f11f4-bef1-4265-987b-816bbbb67be1
42222090-c5e5-4243-8582-c29bc8b63ec6,e6dbe57d-74cf-4f6e-9e16-ed6cce18baef,fa7dae50-95f8-434b-af06-c8cdb3c9471a
e6dbe57d-74cf-4f6e-9e16-ed6cce18baef,42222090-c5e5-4243-8582-c29bc8b63ec6,b79a3909-7611-4b89-ab5a-5609c4aaacae
42222090-c5e5-4243-8582-c29bc8b63ec6,3248ed2d-bada-41b5-a7b6-ac88faa1f1ac,5ecc3f72-20a6-47a0-8dc5-fb0b3dadeea0
3248ed2d-bada-41b5-a7b6-ac88faa1f1ac,42222090-c5e5-4243-8582-c29bc8b63ec6,93dbb52a-3d19-4f64-adc6-524f1921765b
ce3bc975-a76f-415b-a6cd-1e568c5714dd,d8b15d32-609e-44a6-bff1-65c4df53a9f1,339e444b-f0f3-472d-a62a-8f9aa602bae6
ce3bc975-a76f-415b-a6cd-1e568c5714dd,a8ebde98-7e91-46c7-992c-90039ba42017,d3ef6795-d3cc-44aa-974a-c460d53f0cf2
ce3bc975-a76f-415b-a6cd-1e568c5714dd,a31a5e0c-d37a-41a8-90d5-9e256a47d83b,c3cceeed-3332-4cf0-8c4c-bbde425147b6
ce3bc975-a76f-415b-a6cd-1e568c5714dd,d7134426-a937-43bf-bc54-f10ad8102ed9,eb5decb4-954a-4a96-a3df-00cdde7ec5ea
ce3bc975-a76f-415b-a6cd-1e568c5714dd,9ef8042a-2528-4f5c-b7c1-5e72b1efe170,e7d17dc8-a0f1-4542-bc53-bf6433bc1029
8ac9e35c-e92d-4030-99ef-ba4127b1555c,c48ff56b-0a0e-453c-be56-741d47c33056,7dfcf401-d6d6-4940-a7a7-7431cc8d67b2
c48ff56b-0a0e-453c-be56-741d47c33056,8ac9e35c-e92d-4030-99ef-ba4127b1555c,ab75b175-2ebf-4cc4-891f-90db7874a3c3
8ac9e35c-e92d-4030-99ef-ba4127b1555c,0a41f86c-ced1-44e0-95a2-5c8b2368ab1d,d3201290-2791-4b2c-9d79-62eb6240e742
0a41f86c-ced1-44e0-95a2-5c8b2368ab1d,8ac9e35c-e92d-4030-99ef-ba4127b1555c,4d4f5d92-0589-42fa-bc0e-1bd73e17a2ce
8ac9e35c-e92d-4030-99ef-ba4127b1555c,a466c2a2-6517-42fb-a160-1087c3bafd9f,28df1bc6-60e4-4423-9c7d-c0e7466b9300
a466c2a2-6517-42fb-a160-1087c3bafd9f,8ac9e35c-e92d-4030-99ef-ba4127b1555c,4543030c-19d5-4d0e-be34-c971fd27009a
8ac9e35c-e92d-4030-99ef-ba4127b1555c,f1c8da15-b408-4149-b863-f1cbe9971f19,af2373bf-4b18-4e06-954c-ab83946992c9
f1c8da15-b408-4149-b863-f1cbe9971f19,8ac9e35c-e92d-4030-99ef-ba4127b1555c,40a6d66b-8a96-45c8-838c-dd0c346c45ce
8ac9e35c-e92d-4030-99ef-ba4127b1555c,c995a379-60b9-404b-bd97-a7e2de0751d3,2cf75c6b-e686-4ba1-818a-7f3ad5f3f398
c995a379-60b9-404b-bd97-a7e2de0751d3,8ac9e35c-e92d-4030-99ef-ba4127b1555c,bd743cdc-74a1-4669-bcf9-3942594dc09a
8ac9e35c-e92d-4030-99ef-ba4127b1555c,a63df8c3-28e4-41db-bac2-c6c6e8ff8f28,87684162-ab42-4cfa-bf22-ebe237035f54
a63df8c3-28e4-41db-bac2-c6c6e8ff8f28,8ac9e35c-e92d-4030-99ef-ba4127b1555c,4a53fa0a-8c84-4299-b0fe-d0a7bb89adc7
8ac9e35c-e92d-4030-99ef-ba4127b1555c,f59c5520-5f46-4d2c-b2c4-822eabf53419,cc37d0c1-493d-487e-9694-3cf48ae6370d
f59c5520-5f46-4d2c-b2c4-822eabf53419,8ac9e35c-e92d-4030-99ef-ba4127b1555c,0cdb0359-5698-487d-9aae-a25fb4dcdc4d
c71abd83-9d66-4c7b-9f0d-c9c36e85a955,d7134426-a937-43bf-bc54-f10ad8102ed9,98af45d8-fff7-48e4-afa9-48dc5fd18581
d7134426-a937-43bf-bc54-f10ad8102ed9,c71abd83-9d66-4c7b-9f0d-c9c36e85a955,5528ebce-9a4e-4e16-8e75-211e475928d6
c71abd83-9d66-4c7b-9f0d-c9c36e85a955,29776960-786c-4086-8079-ef5b83a0054c,ffbfc446-f717-4c63-9103-587defe6cf8a
efa2c11a-1a35-4b60-bc1b-66d37de88511,48513f24-37d5-423f-b9b7-2b712af7f50d,0e456258-692e-4515-86f1-d1cc3212223a
efa2c11a-1a35-4b60-bc1b-66d37de88511,b8c5cc4f-239f-4e02-b46f-b040b77c2030,8830afec-83b3-4213-aad0-f6377f1d73ac
efa2c11a-1a35-4b60-bc1b-66d37de88511,a53f5eed-f9f1-4cf1-9994-4c9374904790,763ee036-b5ed-46fd-9dc5-22a5a7565bcc
efa2c11a-1a35-4b60-bc1b-66d37de88511,cbcbb22c-3a8d-46af-b4ba-09c98f0d7931,a584ee41-24f3-4709-b141-c0b6115b9d6e
efa2c11a-1a35-4b60-bc1b-66d37de88511,3bd76ebe-c7dc-47bd-a8af-9e46d2a4f782,8682866a-4f7a-43f5-83b2-06eabd0f2d4c
87b12e99-75f4-4b53-8858-cab215f3ea4f,34cf95c7-4be9-4efd-a48a-c2ea4a0bb114,86eec3ef-e004-453c-addd-bd6d0d9cb25e
87b12e99-75f4-4b53-8858-cab215f3ea4f,15042d2b-2d4c-4451-a96a-6f547642de13,349076a6-d2e3-4f84-a879-d3f01374a5bf
87b12e99-75f4-4b53-8858-cab215f3ea4f,498f2581-be21-4eef-8756-fbb89d79b1c0,d3b2bec4-b70e-460e-b433-a865ceac2de8
87b12e99-75f4-4b53-8858-cab215f3ea4f,46a782ea-4308-476b-abd1-a91b197f3037,39c704de-b6c7-43d8-85d1-8dabd0a4e9a7
87b12e99-75f4-4b53-8858-cab215f3ea4f,fa19ee38-c2a9-4ed1-9b24-a18100cf9db3,5cdd5fb9-1f61-4489-85b7-4b03f8f3d32c
87b12e99-75f4-4b53-8858-cab215f3ea4f,f46bd570-5768-462e-b84c-c7c993bbf47e,22568c9d-8ef3-4224-b994-8e0658e1082a
87b12e99-75f4-4b53-8858-cab215f3ea4f,5d12875c-a197-43b2-8f29-41dc0ad895c3,b3365cc7-49b5-4a7f-b878-80487aad59c1
2ff49515-1701-4bac-a53a-04345893f3f3,9f41d3cd-5fe4-4144-b658-b00c557f0441,dc6f8c1f-626b-42b0-9115-7e66ae4cecd6
2ff49515-1701-4bac-a53a-04345893f3f3,8d1e1f75-ddc2-4a45-a63f-e8ea61bb4175,4f6dd51e-bfd7-4153-ace7-9316d1757a57
2ff49515-1701-4bac-a53a-04345893f3f3,62b86b55-e0aa-446f-b326-054576968310,7a269795-f85a-4717-8576-3f51265776cc
2ff49515-1701-4bac-a53a-04345893f3f3,5aa114f1-ec89-42d2-a21f-b20a17203477,5cdd5fb9-1f61-4489-85b7-4b03f8f3d32c
2ff49515-1701-4bac-a53a-04345893f3f3,e6dbe57d-74cf-4f6e-9e16-ed6cce18baef,c6fdd734-b890-4565-b782-1518bf6ba9fc
e6dbe57d-74cf-4f6e-9e16-ed6cce18baef,2ff49515-1701-4bac-a53a-04345893f3f3,fd0a9fc8-0989-4591-a0bd-d0daea3f960c
b9b579ad-e499-4e3e-9d09-06bc8e504135,b625448e-bf4a-41c3-a421-72ad46cdb831,a0d91c38-f5dc-487b-9b30-b67de1e7489e
b625448e-bf4a-41c3-a421-72ad46cdb831,b9b579ad-e499-4e3e-9d09-06bc8e504135,276cfa71-caa8-4bf4-b522-39a8086e7c6b
bbc5b66b-d037-4f26-aecf-0b129e7f876a,0039c7ae-e1a7-4a7d-9b49-0cbc716821a6,abb23645-00fe-4e12-94cb-d1ef1cf05cbd
bbc5b66b-d037-4f26-aecf-0b129e7f876a,b5bd9f88-962e-4730-84a7-795592ba42e8,2ff49515-1701-4bac-a53a-04345893f3f3
bbc5b66b-d037-4f26-aecf-0b129e7f876a,1b54e90c-638e-4fdd-a20e-4ab09db9fdaf,dab9de0a-3517-44a9-b8a6-048f51b53490
